Start date;End date;Germany/Luxembourg [€/MWh] Calculated resolutions;∅ DE/LU neighbours [€/MWh] Calculated resolutions;Belgium [€/MWh] Calculated resolutions;Denmark 1 [€/MWh] Calculated resolutions;Denmark 2 [€/MWh] Calculated resolutions;France [€/MWh] Calculated resolutions;Netherlands [€/MWh] Calculated resolutions;Norway 2 [€/MWh] Calculated resolutions;Austria [€/MWh] Calculated resolutions;Poland [€/MWh] Calculated resolutions;Sweden 4 [€/MWh] Calculated resolutions;Switzerland [€/MWh] Calculated resolutions;Czech Republic [€/MWh] Calculated resolutions;DE/AT/LU [€/MWh] Calculated resolutions;Northern Italy [€/MWh] Calculated resolutions;Slovenia [€/MWh] Calculated resolutions;Hungary [€/MWh] Calculated resolutions
Dec 15, 2018 1:00 AM;Dec 15, 2018 2:00 AM;52.83;-;70.16;51.56;51.56;63.43;53.27;51.56;58.19;-;51.56;63.06;53.01;-;63.43;58.19;53.98
Dec 15, 2018 2:00 AM;Dec 15, 2018 3:00 AM;52.12;-;63.10;50.92;50.92;58.34;52.60;50.92;53.66;-;50.92;57.96;52.17;-;59.24;53.66;52.17
Dec 15, 2018 3:00 AM;Dec 15, 2018 4:00 AM;52.74;-;52.74;51.06;51.06;52.74;52.74;51.06;52.74;-;51.06;56.10;50.67;-;59.24;52.74;50.67
Dec 15, 2018 4:00 AM;Dec 15, 2018 5:00 AM;51.25;-;51.25;50.50;50.50;51.25;51.25;50.50;51.25;-;50.50;55.65;50.89;-;59.24;51.25;50.89
Dec 15, 2018 5:00 AM;Dec 15, 2018 6:00 AM;50.78;-;50.80;50.78;50.78;50.81;50.79;50.78;51.03;-;50.78;55.81;51.86;-;59.24;51.03;51.86
Dec 15, 2018 6:00 AM;Dec 15, 2018 7:00 AM;51.07;-;51.47;51.07;51.07;51.76;51.40;51.07;53.06;-;51.07;58.23;54.13;-;63.10;63.10;57.00
Dec 15, 2018 7:00 AM;Dec 15, 2018 8:00 AM;52.21;-;55.00;52.21;52.21;57.15;54.33;52.21;57.28;-;52.21;64.48;57.59;-;69.23;69.23;62.07
Dec 15, 2018 8:00 AM;Dec 15, 2018 9:00 AM;54.76;-;62.06;53.06;53.45;67.73;60.26;53.06;68.01;-;53.45;67.72;62.00;-;71.71;71.71;66.70
Dec 15, 2018 9:00 AM;Dec 15, 2018 10:00 AM;68.40;-;68.40;53.87;66.76;68.40;68.40;53.87;68.40;-;66.76;70.03;66.30;-;71.78;71.78;72.46
Dec 15, 2018 10:00 AM;Dec 15, 2018 11:00 AM;66.98;-;68.98;54.13;65.38;70.49;68.51;54.13;70.55;-;65.38;69.56;66.00;-;70.86;70.86;72.75
Dec 15, 2018 11:00 AM;Dec 15, 2018 12:00 PM;68.93;-;68.93;54.12;67.27;68.93;68.93;54.12;68.93;-;67.27;67.44;65.49;-;68.93;68.93;70.88
Dec 15, 2018 12:00 PM;Dec 15, 2018 1:00 PM;64.95;-;66.46;53.95;63.39;67.58;66.10;53.95;67.65;-;63.39;66.17;63.50;-;67.58;67.65;67.96
Dec 15, 2018 1:00 PM;Dec 15, 2018 2:00 PM;58.71;-;61.23;53.91;58.71;63.10;60.63;53.91;63.22;-;58.71;63.57;61.15;-;63.22;63.22;62.59
Dec 15, 2018 2:00 PM;Dec 15, 2018 3:00 PM;55.35;-;58.00;53.98;55.35;58.00;57.73;53.98;61.96;-;55.35;63.03;60.20;-;61.96;61.96;60.67
Dec 15, 2018 3:00 PM;Dec 15, 2018 4:00 PM;53.89;-;58.85;53.89;53.89;58.72;58.53;53.89;62.47;-;53.89;63.71;61.70;-;62.47;62.47;64.23
Dec 15, 2018 4:00 PM;Dec 15, 2018 5:00 PM;53.66;-;60.04;53.66;53.66;60.04;59.39;53.66;66.76;-;53.66;66.96;67.49;-;67.46;67.46;71.78
Dec 15, 2018 5:00 PM;Dec 15, 2018 6:00 PM;60.32;-;63.53;60.32;60.32;62.72;70.00;54.71;68.18;-;60.32;70.19;67.99;-;71.13;71.13;73.99
Dec 15, 2018 6:00 PM;Dec 15, 2018 7:00 PM;52.87;-;62.47;52.87;52.87;69.83;60.20;52.87;69.99;-;52.87;70.76;61.57;-;70.10;70.10;70.03
Dec 15, 2018 7:00 PM;Dec 15, 2018 8:00 PM;48.29;-;59.31;48.29;51.41;67.61;56.69;51.41;67.95;-;51.41;70.02;55.99;-;69.43;69.43;67.94
Dec 15, 2018 8:00 PM;Dec 15, 2018 9:00 PM;50.30;-;66.47;50.30;50.30;60.78;66.47;50.30;66.04;-;50.30;65.98;54.00;-;66.98;66.98;60.66
Dec 15, 2018 9:00 PM;Dec 15, 2018 10:00 PM;46.92;-;53.59;46.92;49.41;51.56;53.59;49.41;61.04;-;49.41;63.04;49.89;-;61.04;61.04;56.96
Dec 15, 2018 10:00 PM;Dec 15, 2018 11:00 PM;43.64;-;54.14;43.64;48.20;60.48;53.20;48.20;60.48;-;48.20;63.49;46.00;-;60.48;60.48;55.06
Dec 15, 2018 11:00 PM;Dec 16, 2018 12:00 AM;36.72;-;50.38;36.72;46.59;59.41;48.13;46.59;57.55;-;46.59;62.42;40.24;-;59.41;57.55;47.04
Dec 16, 2018 12:00 AM;Dec 16, 2018 1:00 AM;36.96;-;49.00;36.96;47.13;55.19;48.69;47.13;54.94;-;47.13;56.97;36.72;-;55.19;54.94;44.91
Dec 16, 2018 1:00 AM;Dec 16, 2018 2:00 AM;38.81;-;60.03;38.81;38.81;51.20;53.94;46.98;49.11;-;46.98;53.55;33.35;-;51.20;49.11;37.14
Dec 16, 2018 2:00 AM;Dec 16, 2018 3:00 AM;38.10;-;55.66;38.10;38.10;49.58;55.13;46.59;47.21;-;46.59;49.01;33.50;-;49.58;47.21;34.89
Dec 16, 2018 3:00 AM;Dec 16, 2018 4:00 AM;38.58;-;50.79;38.58;38.58;46.74;50.10;46.36;46.74;-;46.25;46.47;34.13;-;46.74;46.74;34.13
Dec 16, 2018 4:00 AM;Dec 16, 2018 5:00 AM;38.23;-;50.35;38.23;38.23;46.00;49.88;46.32;46.00;-;46.32;45.20;32.94;-;46.00;46.00;32.94
Dec 16, 2018 5:00 AM;Dec 16, 2018 6:00 AM;38.42;-;50.31;38.42;38.42;46.77;49.72;46.34;47.70;-;46.34;46.08;32.60;-;47.70;47.70;35.02
Dec 16, 2018 6:00 AM;Dec 16, 2018 7:00 AM;38.41;-;54.60;38.41;46.79;49.11;53.94;46.79;51.01;-;46.79;51.63;34.48;-;55.25;51.01;35.98
Dec 16, 2018 7:00 AM;Dec 16, 2018 8:00 AM;37.08;-;60.94;37.08;47.59;50.81;65.42;47.59;53.04;-;47.59;53.57;34.90;-;58.24;53.04;46.48
Dec 16, 2018 8:00 AM;Dec 16, 2018 9:00 AM;42.76;-;58.58;42.76;48.34;51.60;51.24;48.34;57.07;-;48.34;55.89;44.30;-;58.81;57.07;52.65
Dec 16, 2018 9:00 AM;Dec 16, 2018 10:00 AM;47.42;-;63.23;47.42;48.67;56.72;63.13;48.67;63.91;-;48.67;57.29;49.00;-;63.91;63.91;59.58
Dec 16, 2018 10:00 AM;Dec 16, 2018 11:00 AM;47.59;-;64.97;47.59;49.09;57.98;77.84;49.09;65.94;-;49.09;59.67;59.00;-;65.94;65.94;62.06
Dec 16, 2018 11:00 AM;Dec 16, 2018 12:00 PM;50.55;-;63.62;50.55;50.55;58.82;80.10;50.55;66.02;-;50.55;60.53;55.90;-;66.02;66.02;62.24
Dec 16, 2018 12:00 PM;Dec 16, 2018 1:00 PM;55.87;-;70.27;51.52;51.52;64.44;80.41;51.52;67.23;-;51.52;63.07;56.00;-;67.23;67.23;62.02
Dec 16, 2018 1:00 PM;Dec 16, 2018 2:00 PM;54.24;-;61.99;51.45;51.45;59.29;79.80;51.45;63.51;-;51.45;61.20;56.00;-;63.51;63.51;58.56
Dec 16, 2018 2:00 PM;Dec 16, 2018 3:00 PM;52.25;-;59.25;51.71;51.71;57.05;74.91;51.71;64.11;-;51.71;57.20;55.00;-;64.11;64.11;57.66
Dec 16, 2018 3:00 PM;Dec 16, 2018 4:00 PM;53.58;-;57.06;51.61;52.49;55.87;65.10;52.49;58.08;-;52.49;58.50;56.01;-;68.00;58.98;59.00
Dec 16, 2018 4:00 PM;Dec 16, 2018 5:00 PM;58.45;-;58.45;55.20;55.20;58.45;58.45;54.32;58.45;-;55.20;60.15;59.23;-;70.97;70.97;71.40
Dec 16, 2018 5:00 PM;Dec 16, 2018 6:00 PM;67.01;-;67.01;54.76;57.08;67.01;67.01;54.76;67.01;-;57.08;66.86;64.29;-;77.49;77.49;79.96
Dec 16, 2018 6:00 PM;Dec 16, 2018 7:00 PM;71.10;-;71.10;54.49;58.25;71.10;71.10;54.49;71.10;-;58.25;69.13;66.74;-;77.00;77.00;81.43
Dec 16, 2018 7:00 PM;Dec 16, 2018 8:00 PM;64.95;-;67.36;52.93;52.93;69.31;66.75;52.93;69.05;-;52.93;67.66;63.40;-;77.49;77.49;80.39
Dec 16, 2018 8:00 PM;Dec 16, 2018 9:00 PM;61.61;-;65.15;52.13;52.13;68.07;64.24;52.13;68.26;-;52.13;64.48;61.00;-;73.42;73.42;72.34
Dec 16, 2018 9:00 PM;Dec 16, 2018 10:00 PM;60.60;-;60.60;51.57;51.57;60.60;60.60;51.57;60.60;-;51.57;57.69;55.40;-;70.86;70.86;64.94
Dec 16, 2018 10:00 PM;Dec 16, 2018 11:00 PM;50.63;-;59.07;50.63;50.63;66.01;56.92;50.63;66.57;-;50.63;57.63;56.41;-;67.79;67.79;56.41
Dec 16, 2018 11:00 PM;Dec 17, 2018 12:00 AM;49.82;-;53.91;49.82;49.82;57.26;52.87;49.82;57.55;-;49.82;54.94;51.00;-;61.04;57.55;51.82
Dec 17, 2018 12:00 AM;Dec 17, 2018 1:00 AM;52.08;-;52.08;52.08;52.08;52.08;52.08;50.41;52.08;-;50.41;54.06;51.00;-;55.50;52.08;50.45
Dec 17, 2018 1:00 AM;Dec 17, 2018 2:00 AM;50.08;-;52.11;49.94;49.94;51.00;50.08;49.94;50.30;-;49.94;50.92;47.96;-;54.33;50.30;47.96
Dec 17, 2018 2:00 AM;Dec 17, 2018 3:00 AM;49.92;-;49.92;49.78;49.78;49.92;49.92;49.78;49.92;-;49.78;50.24;46.96;-;54.23;49.92;46.96
Dec 17, 2018 3:00 AM;Dec 17, 2018 4:00 AM;49.05;-;49.05;49.05;49.05;49.05;49.05;49.05;49.05;-;49.05;48.94;45.70;-;53.83;49.05;45.70
Dec 17, 2018 4:00 AM;Dec 17, 2018 5:00 AM;49.47;-;49.47;49.47;49.47;49.47;49.47;49.47;49.47;-;49.47;50.00;47.00;-;54.25;49.47;47.00
Dec 17, 2018 5:00 AM;Dec 17, 2018 6:00 AM;52.03;-;52.03;52.03;52.03;52.03;52.03;52.03;52.03;-;52.03;56.06;55.00;-;55.88;52.03;55.00
Dec 17, 2018 6:00 AM;Dec 17, 2018 7:00 AM;65.15;-;65.15;57.40;60.68;65.15;65.15;56.65;65.15;-;60.68;67.03;67.98;-;65.15;65.15;75.04
Dec 17, 2018 7:00 AM;Dec 17, 2018 8:00 AM;78.10;-;78.10;75.81;82.57;78.10;78.10;75.60;78.10;-;75.60;77.68;83.80;-;78.10;78.10;83.80
Dec 17, 2018 8:00 AM;Dec 17, 2018 9:00 AM;83.70;-;83.70;81.02;83.70;83.70;83.70;81.02;83.70;-;81.02;81.64;85.98;-;83.70;83.70;85.98
Dec 17, 2018 9:00 AM;Dec 17, 2018 10:00 AM;83.76;-;83.76;80.04;83.76;83.76;83.76;80.04;83.76;-;80.04;81.64;85.96;-;90.01;90.01;85.96
Dec 17, 2018 10:00 AM;Dec 17, 2018 11:00 AM;82.00;-;82.00;76.69;82.00;82.00;82.00;76.69;82.00;-;76.69;79.18;84.50;-;90.00;90.00;85.93
Dec 17, 2018 11:00 AM;Dec 17, 2018 12:00 PM;80.96;-;80.96;77.73;80.96;80.96;80.96;77.73;80.96;-;77.73;78.06;83.26;-;90.07;90.07;85.95
Dec 17, 2018 12:00 PM;Dec 17, 2018 1:00 PM;79.02;-;79.02;76.49;79.02;79.02;79.02;76.49;79.02;-;76.49;76.30;83.50;-;79.02;79.02;85.95
Dec 17, 2018 1:00 PM;Dec 17, 2018 2:00 PM;79.01;-;79.01;76.49;79.01;79.01;79.01;76.49;79.01;-;76.49;75.42;83.50;-;79.01;79.01;85.95
Dec 17, 2018 2:00 PM;Dec 17, 2018 3:00 PM;79.03;-;79.03;76.75;79.03;79.03;79.03;76.75;79.03;-;76.75;75.39;82.15;-;79.03;79.03;82.15
Dec 17, 2018 3:00 PM;Dec 17, 2018 4:00 PM;78.98;-;78.98;78.81;78.98;78.98;78.98;78.81;78.98;-;78.81;76.61;84.00;-;90.01;90.01;84.00
Dec 17, 2018 4:00 PM;Dec 17, 2018 5:00 PM;79.05;-;79.05;79.05;79.05;79.05;79.05;79.05;79.05;-;79.05;76.76;86.00;-;95.00;95.00;87.94
Dec 17, 2018 5:00 PM;Dec 17, 2018 6:00 PM;80.90;-;82.99;80.90;80.90;81.63;82.97;80.90;80.97;-;80.90;82.56;91.75;-;96.66;96.66;91.75
Dec 17, 2018 6:00 PM;Dec 17, 2018 7:00 PM;81.38;-;81.38;78.78;81.38;81.38;81.38;78.78;81.38;-;78.78;79.78;84.38;-;90.00;90.00;84.38
Dec 17, 2018 7:00 PM;Dec 17, 2018 8:00 PM;79.00;-;79.00;70.15;79.00;79.00;79.00;70.15;79.00;-;70.15;75.52;79.93;-;79.00;79.00;79.93
Dec 17, 2018 8:00 PM;Dec 17, 2018 9:00 PM;75.04;-;75.04;56.56;75.04;75.04;75.04;56.56;75.04;-;56.56;70.23;73.00;-;75.04;75.04;75.91
Dec 17, 2018 9:00 PM;Dec 17, 2018 10:00 PM;66.60;-;68.94;55.28;66.60;68.15;66.60;54.86;67.01;-;54.86;64.86;62.00;-;68.15;68.15;64.89
Dec 17, 2018 10:00 PM;Dec 17, 2018 11:00 PM;58.12;-;66.14;53.58;58.12;64.80;58.12;53.58;59.75;-;53.58;62.06;59.23;-;64.80;64.80;61.50
Dec 17, 2018 11:00 PM;Dec 18, 2018 12:00 AM;52.95;-;57.14;52.50;52.50;58.78;54.24;52.50;54.67;-;52.50;57.52;53.49;-;59.95;54.67;53.49
Dec 18, 2018 12:00 AM;Dec 18, 2018 1:00 AM;51.16;-;53.16;51.16;52.33;53.00;51.20;52.33;52.12;-;52.33;57.06;53.49;-;56.65;52.12;52.01
Dec 18, 2018 1:00 AM;Dec 18, 2018 2:00 AM;51.02;-;51.02;51.02;51.02;51.03;51.02;51.02;51.08;-;51.02;54.36;50.10;-;52.48;51.08;50.10
Dec 18, 2018 2:00 AM;Dec 18, 2018 3:00 AM;49.83;-;49.93;49.83;49.83;50.00;49.88;50.24;51.02;-;50.24;53.11;49.00;-;51.02;51.02;49.00
Dec 18, 2018 3:00 AM;Dec 18, 2018 4:00 AM;48.93;-;49.03;48.93;48.93;49.04;48.93;49.42;50.00;-;49.42;52.09;47.50;-;50.00;50.00;47.50
Dec 18, 2018 4:00 AM;Dec 18, 2018 5:00 AM;49.00;-;49.00;49.00;49.00;49.00;49.00;50.19;51.09;-;50.19;52.28;48.50;-;51.09;51.09;48.50
Dec 18, 2018 5:00 AM;Dec 18, 2018 6:00 AM;51.03;-;50.90;51.03;51.03;50.87;50.92;52.91;52.03;-;52.91;56.66;52.69;-;55.52;55.52;54.85
Dec 18, 2018 6:00 AM;Dec 18, 2018 7:00 AM;58.81;-;58.81;58.81;58.81;58.81;58.81;55.75;60.00;-;57.14;64.28;62.80;-;64.99;64.99;70.01
Dec 18, 2018 7:00 AM;Dec 18, 2018 8:00 AM;71.23;-;71.23;71.23;71.23;71.23;71.23;71.22;71.23;-;71.22;74.02;75.00;-;71.23;71.23;81.65
Dec 18, 2018 8:00 AM;Dec 18, 2018 9:00 AM;74.63;-;74.63;74.63;74.63;74.63;74.63;74.63;74.63;-;74.63;76.08;76.45;-;74.63;74.63;80.95
Dec 18, 2018 9:00 AM;Dec 18, 2018 10:00 AM;72.04;-;72.04;72.04;72.04;72.04;72.04;72.04;72.04;-;72.04;75.08;76.00;-;73.30;73.30;80.52
Dec 18, 2018 10:00 AM;Dec 18, 2018 11:00 AM;69.68;-;69.68;69.68;69.68;69.68;69.68;69.68;69.97;-;69.68;74.09;74.09;-;70.77;70.77;77.78
Dec 18, 2018 11:00 AM;Dec 18, 2018 12:00 PM;68.57;-;68.57;67.63;68.57;68.57;68.57;67.63;69.94;-;67.63;71.25;73.28;-;70.77;70.77;79.91
Dec 18, 2018 12:00 PM;Dec 18, 2018 1:00 PM;66.12;-;66.12;66.12;66.12;66.12;66.12;64.01;69.61;-;66.12;69.86;73.49;-;69.52;70.02;76.09
Dec 18, 2018 1:00 PM;Dec 18, 2018 2:00 PM;66.43;-;66.43;66.43;66.43;66.43;66.43;64.31;69.52;-;66.43;69.27;72.20;-;69.52;69.52;75.81
Dec 18, 2018 2:00 PM;Dec 18, 2018 3:00 PM;66.87;-;66.80;66.87;66.87;66.80;66.80;66.87;69.94;-;66.87;69.13;71.95;-;70.50;70.50;78.03
Dec 18, 2018 3:00 PM;Dec 18, 2018 4:00 PM;66.15;-;66.31;66.15;66.15;66.15;66.21;66.15;69.97;-;66.15;70.10;74.99;-;74.00;74.00;80.10
Dec 18, 2018 4:00 PM;Dec 18, 2018 5:00 PM;65.90;-;65.90;65.90;65.90;65.87;65.90;65.90;69.99;-;65.90;70.93;75.99;-;90.05;90.05;91.92
Dec 18, 2018 5:00 PM;Dec 18, 2018 6:00 PM;67.14;-;67.27;67.14;67.14;67.14;67.27;67.14;69.97;-;67.14;73.27;74.43;-;90.23;90.23;89.73
Dec 18, 2018 6:00 PM;Dec 18, 2018 7:00 PM;61.05;-;72.70;61.05;61.05;67.23;57.14;56.48;71.04;-;61.05;73.31;71.06;-;81.46;81.46;82.30
Dec 18, 2018 7:00 PM;Dec 18, 2018 8:00 PM;55.07;-;74.90;55.07;55.07;67.65;53.40;55.07;74.98;-;55.07;72.97;73.27;-;75.69;75.69;79.18
Dec 18, 2018 8:00 PM;Dec 18, 2018 9:00 PM;53.53;-;73.03;53.53;53.53;65.91;54.90;53.53;70.00;-;53.53;70.31;66.31;-;70.00;70.00;74.04
Dec 18, 2018 9:00 PM;Dec 18, 2018 10:00 PM;50.26;-;54.46;50.26;52.56;55.98;54.30;52.56;69.52;-;52.56;64.78;65.93;-;69.52;69.52;66.54
Dec 18, 2018 10:00 PM;Dec 18, 2018 11:00 PM;48.42;-;60.00;48.42;50.68;57.43;52.36;50.68;69.20;-;50.68;62.68;58.49;-;69.20;69.20;60.75
Dec 18, 2018 11:00 PM;Dec 19, 2018 12:00 AM;43.81;-;65.00;43.81;43.81;55.42;50.43;48.82;63.26;-;48.82;58.50;49.89;-;63.26;63.26;54.88
Dec 19, 2018 12:00 AM;Dec 19, 2018 1:00 AM;40.02;-;52.96;40.02;40.02;53.58;52.00;49.69;59.36;-;49.69;58.05;49.89;-;64.57;64.57;55.05
Dec 19, 2018 1:00 AM;Dec 19, 2018 2:00 AM;37.97;-;53.66;37.97;37.97;50.00;50.73;49.11;55.41;-;49.11;58.02;50.00;-;59.95;55.41;50.70
Dec 19, 2018 2:00 AM;Dec 19, 2018 3:00 AM;37.03;-;47.14;37.03;37.03;44.86;52.78;48.47;48.09;-;48.47;57.99;44.70;-;59.69;48.09;49.06
Dec 19, 2018 3:00 AM;Dec 19, 2018 4:00 AM;35.14;-;48.07;35.14;35.14;44.71;52.91;48.10;45.07;-;48.10;57.84;41.42;-;59.38;45.07;44.43
Dec 19, 2018 4:00 AM;Dec 19, 2018 5:00 AM;39.91;-;47.84;39.91;39.91;45.36;51.55;48.94;45.09;-;48.94;57.49;46.99;-;59.72;59.72;46.99
Dec 19, 2018 5:00 AM;Dec 19, 2018 6:00 AM;42.41;-;50.34;42.41;42.41;47.99;54.50;50.69;48.09;-;50.69;59.01;54.00;-;64.43;64.43;57.02
Dec 19, 2018 6:00 AM;Dec 19, 2018 7:00 AM;47.30;-;52.57;47.30;51.86;52.27;53.57;51.86;66.93;-;51.86;67.88;66.00;-;72.18;72.18;71.98
Dec 19, 2018 7:00 AM;Dec 19, 2018 8:00 AM;52.45;-;69.74;52.45;53.86;63.75;65.84;53.86;66.99;-;53.86;69.19;74.95;-;77.15;77.15;82.06
Dec 19, 2018 8:00 AM;Dec 19, 2018 9:00 AM;56.37;-;70.70;56.37;54.97;65.81;76.01;54.97;69.02;-;54.97;68.61;74.38;-;88.00;88.00;85.46
Dec 19, 2018 9:00 AM;Dec 19, 2018 10:00 AM;57.97;-;71.56;54.95;54.95;67.06;84.90;54.95;69.05;-;54.95;68.83;73.00;-;86.34;86.34;85.93
Dec 19, 2018 10:00 AM;Dec 19, 2018 11:00 AM;58.35;-;71.41;55.01;55.01;67.16;80.00;55.01;69.75;-;55.01;69.06;72.50;-;85.82;85.82;81.94
Dec 19, 2018 11:00 AM;Dec 19, 2018 12:00 PM;69.70;-;69.86;55.29;55.29;69.80;70.00;55.29;69.74;-;55.29;70.67;72.29;-;80.10;80.10;78.07
Dec 19, 2018 12:00 PM;Dec 19, 2018 1:00 PM;69.19;-;69.19;55.31;55.31;69.19;69.19;55.31;69.19;-;55.31;69.38;72.40;-;74.31;74.31;75.05
Dec 19, 2018 1:00 PM;Dec 19, 2018 2:00 PM;69.89;-;69.89;55.12;55.12;69.89;69.89;55.12;69.89;-;55.12;69.98;69.52;-;74.99;74.99;72.50
Dec 19, 2018 2:00 PM;Dec 19, 2018 3:00 PM;69.76;-;69.76;55.10;55.10;69.76;69.76;55.10;69.76;-;55.10;70.23;70.00;-;79.02;79.02;78.02
Dec 19, 2018 3:00 PM;Dec 19, 2018 4:00 PM;69.03;-;69.03;55.93;55.93;69.03;69.03;55.93;69.03;-;55.93;69.08;73.53;-;90.00;90.00;85.42
Dec 19, 2018 4:00 PM;Dec 19, 2018 5:00 PM;69.35;-;69.35;56.58;56.58;69.35;69.35;56.58;69.35;-;56.58;68.97;73.87;-;94.15;94.15;95.12
Dec 19, 2018 5:00 PM;Dec 19, 2018 6:00 PM;69.63;-;69.69;56.38;56.38;69.67;69.82;56.38;69.75;-;56.38;71.86;75.48;-;109.47;109.47;97.36
Dec 19, 2018 6:00 PM;Dec 19, 2018 7:00 PM;69.80;-;69.80;55.67;55.67;69.80;69.80;55.67;69.80;-;55.67;72.59;74.41;-;83.16;83.16;90.00
Dec 19, 2018 7:00 PM;Dec 19, 2018 8:00 PM;69.08;-;69.08;55.15;55.15;69.08;69.08;55.15;69.08;-;55.15;71.27;73.99;-;75.00;75.00;88.08
Dec 19, 2018 8:00 PM;Dec 19, 2018 9:00 PM;66.96;-;66.96;54.31;54.31;66.96;66.96;54.31;66.96;-;54.31;69.17;68.60;-;72.15;106.98;85.93
Dec 19, 2018 9:00 PM;Dec 19, 2018 10:00 PM;55.58;-;56.65;53.13;53.13;56.38;59.33;53.13;58.02;-;53.13;61.04;57.18;-;73.21;88.07;79.09
Dec 19, 2018 10:00 PM;Dec 19, 2018 11:00 PM;51.63;-;55.58;51.63;51.63;59.32;54.29;51.63;59.11;-;51.63;60.60;54.39;-;71.00;71.00;72.27
Dec 19, 2018 11:00 PM;Dec 20, 2018 12:00 AM;50.08;-;53.14;50.08;50.08;56.01;52.15;50.08;55.88;-;50.08;56.93;49.30;-;64.13;64.13;65.09
Dec 20, 2018 12:00 AM;Dec 20, 2018 1:00 AM;47.62;-;49.53;47.62;47.62;51.27;48.93;49.27;51.50;-;47.62;56.57;48.70;-;62.59;62.59;50.88
Dec 20, 2018 1:00 AM;Dec 20, 2018 2:00 AM;48.18;-;48.65;48.18;48.18;49.08;48.50;48.18;49.06;-;48.18;51.93;49.00;-;60.12;60.12;50.23
Dec 20, 2018 2:00 AM;Dec 20, 2018 3:00 AM;48.35;-;48.57;48.35;48.35;48.78;48.50;48.35;48.77;-;48.35;52.82;48.50;-;58.00;58.00;49.80
Dec 20, 2018 3:00 AM;Dec 20, 2018 4:00 AM;47.50;-;47.50;47.50;47.50;47.50;47.50;47.50;47.50;-;47.50;51.05;47.50;-;56.65;56.65;48.40
Dec 20, 2018 4:00 AM;Dec 20, 2018 5:00 AM;47.72;-;47.72;47.72;48.03;47.72;47.72;48.03;47.72;-;48.03;49.94;48.11;-;58.00;58.00;50.21
Dec 20, 2018 5:00 AM;Dec 20, 2018 6:00 AM;47.19;-;48.05;47.19;50.74;48.05;49.11;50.74;53.26;-;50.74;57.52;48.78;-;60.13;60.13;65.03
Dec 20, 2018 6:00 AM;Dec 20, 2018 7:00 AM;54.37;-;55.72;54.37;53.99;55.72;55.72;53.99;65.91;-;53.99;64.64;54.00;-;67.85;67.85;76.28
Dec 20, 2018 7:00 AM;Dec 20, 2018 8:00 AM;66.29;-;66.29;60.38;66.29;66.29;66.29;56.90;66.29;-;66.29;69.94;65.00;-;70.40;76.25;107.58
Dec 20, 2018 8:00 AM;Dec 20, 2018 9:00 AM;68.49;-;68.49;57.69;68.03;68.49;68.49;57.69;68.49;-;68.03;70.04;68.00;-;76.00;76.00;103.82
Dec 20, 2018 9:00 AM;Dec 20, 2018 10:00 AM;68.40;-;68.40;56.98;68.40;68.40;68.40;56.98;68.40;-;68.40;69.64;67.44;-;81.26;81.26;109.68
Dec 20, 2018 10:00 AM;Dec 20, 2018 11:00 AM;66.60;-;66.90;56.68;66.60;67.04;66.60;56.68;69.39;-;66.60;70.83;68.99;-;75.02;75.02;97.94
Dec 20, 2018 11:00 AM;Dec 20, 2018 12:00 PM;66.53;-;66.80;56.39;66.53;66.80;66.53;56.39;68.98;-;66.53;71.06;68.26;-;76.84;76.84;95.55
Dec 20, 2018 12:00 PM;Dec 20, 2018 1:00 PM;64.80;-;65.25;56.65;64.80;65.25;64.80;56.65;69.03;-;64.80;70.28;67.04;-;70.40;70.40;94.67
Dec 20, 2018 1:00 PM;Dec 20, 2018 2:00 PM;64.79;-;65.25;56.52;64.79;65.25;64.79;56.52;68.93;-;64.79;70.99;64.16;-;70.40;70.40;90.56
Dec 20, 2018 2:00 PM;Dec 20, 2018 3:00 PM;64.07;-;64.64;56.46;64.07;64.64;64.07;56.46;69.02;-;64.07;70.97;62.00;-;72.28;72.28;90.99
Dec 20, 2018 3:00 PM;Dec 20, 2018 4:00 PM;64.33;-;64.89;56.66;64.33;64.89;64.33;56.66;69.07;-;64.33;71.05;63.20;-;76.84;76.84;99.95
Dec 20, 2018 4:00 PM;Dec 20, 2018 5:00 PM;60.78;-;67.34;57.09;60.78;65.01;65.85;57.09;69.08;-;60.78;70.38;67.56;-;90.00;90.00;115.52
Dec 20, 2018 5:00 PM;Dec 20, 2018 6:00 PM;57.97;-;74.38;57.97;57.97;67.83;74.04;56.36;68.07;-;57.97;69.96;64.38;-;93.97;93.97;119.93
Dec 20, 2018 6:00 PM;Dec 20, 2018 7:00 PM;57.73;-;74.00;57.73;57.73;68.49;69.73;54.84;69.02;-;57.73;69.92;65.99;-;82.40;82.40;99.96
Dec 20, 2018 7:00 PM;Dec 20, 2018 8:00 PM;55.75;-;73.31;55.75;55.75;67.84;69.33;54.05;69.03;-;55.75;69.40;63.00;-;79.62;79.62;89.94
Dec 20, 2018 8:00 PM;Dec 20, 2018 9:00 PM;49.60;-;59.90;49.60;52.24;58.43;57.42;52.24;66.93;-;52.24;69.64;53.00;-;71.12;71.12;89.92
Dec 20, 2018 9:00 PM;Dec 20, 2018 10:00 PM;47.79;-;53.78;47.79;51.33;53.70;52.90;51.33;65.96;-;51.33;67.47;53.00;-;68.07;68.07;75.09
